"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"NR_ORDEM_CANDIDATO";"CD_TIPO_BEM_CANDIDATO";"DS_TIPO_BEM_CANDIDATO";"DS_BEM_CANDIDATO";"VR_BEM_CANDIDATO";"DT_ULTIMA_ATUALIZACAO";"HH_ULTIMA_ATUALIZACAO"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601260";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"42000,00";"22/08/2018";"18:01:54"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601271";"2";"12";"Casa";"#NULO#";"300000,00";"27/08/2018";"15:00:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612565";"13";"49";"Outras aplicacoes e Investimentos";"APLICACAO FINANCEIRA NO BANCO MONTEPIO";"206250,00";"30/08/2018";"10:10:47"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000627395";"3";"11";"Apartamento";"#NULO#";"580000,00";"30/08/2018";"17:31:23"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000627395";"10";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"30000,00";"30/08/2018";"17:31:23"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611958";"5";"12";"Casa";"#NULO#";"10000,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611968";"13";"61";"Deposito bancario em conta corrente no Pais";"Saldo em Conta Corrente no Banco Safra, Ag. 0159, C/C. 3411-0 - Valor R$ 1.678,23.";"1678,23";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601216";"3";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"90000,00";"20/08/2018";"13:10:28"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601233";"3";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"33350,46";"20/08/2018";"13:12:34"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601302";"1";"12";"Casa";"#NULO#";"80000,00";"29/08/2018";"14:22:57"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611574";"20";"19";"Outros bens imoveis";"#NULO#";"13879,45";"28/08/2018";"12:42:31"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611580";"3";"49";"Outras aplicacoes e Investimentos";"#NULO#";"1600,69";"30/08/2018";"13:25:50"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611580";"4";"49";"Outras aplicacoes e Investimentos";"#NULO#";"607,70";"30/08/2018";"13:25:50"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601307";"5";"99";"OUTROS BENS E DIREITOS";"#NULO#";"200000,00";"01/09/2018";"13:55:34"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611222";"5";"13";"Terreno";"#NULO#";"122000,00";"31/08/2018";"08:56:48"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601222";"1";"12";"Casa";"#NULO#";"280000,00";"21/08/2018";"14:16:13"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601246";"4";"19";"Outros bens imoveis";"#NULO#";"40000,00";"31/08/2018";"07:17:13"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601271";"1";"12";"Casa";"#NULO#";"500000,00";"27/08/2018";"15:00:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601279";"3";"99";"OUTROS BENS E DIREITOS";"#NULO#";"277800,00";"27/08/2018";"13:29:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601307";"43";"32";"Quotas ou quinhoes de capital";"#NULO#";"22766,64";"01/09/2018";"13:55:34"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601254";"1";"12";"Casa";"#NULO#";"30000,00";"21/08/2018";"13:00:59"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601274";"1";"12";"Casa";"#NULO#";"109288,38";"24/08/2018";"07:24:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601306";"2";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"98604,45";"28/08/2018";"12:02:26"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601307";"32";"13";"Terreno";"#NULO#";"57758,17";"01/09/2018";"13:55:34"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605116";"47";"14";"Terra nua";"UM IMOVEL RURAL DENOMINADO 3B-CONGONHA DOS ALVES NO MUNICIPIO DE CORUMBA DE GOIAS-GO, COM AREA DE 259,00HAs";"6308,74";"28/08/2018";"10:10:00"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605117";"12";"32";"Quotas ou quinhoes de capital";"ACOES DE PARTICIPACAO DO CAPITAL SOCIAL DA FIRMA REMANSO HOTEL DA SERRA";"1243,03";"28/08/2018";"10:11:29"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605117";"13";"32";"Quotas ou quinhoes de capital";"COTAS DE PARTICIPACAO DO CAPITAL SOCIAL DA FIRMA GMC EMPREENDIMENTOS COMERCIO E SERVICOS LTDA";"195650,00";"28/08/2018";"10:11:29"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605031";"9";"13";"Terreno";"#NULO#";"276171,00";"25/08/2018";"13:38:49"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605032";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"30000,00";"25/08/2018";"13:09:31"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611946";"3";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"25000,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611950";"15";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"2521,18";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611740";"6";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"50000,00";"28/08/2018";"10:43:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611237";"1";"12";"Casa";"#NULO#";"250000,00";"31/08/2018";"08:56:48"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605116";"60";"14";"Terra nua";"UM IMOVEL RURAL DENOMINADO BAU NO MUNICIPIO DE CORUMBA DE GOIAS-GO, COM AREA DE 21,48HAS";"3500,00";"28/08/2018";"10:10:00"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611903";"2";"12";"Casa";"#NULO#";"150000,00";"28/08/2018";"19:03:36"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611929";"3";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"30000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611734";"3";"12";"Casa";"#NULO#";"50000,00";"27/08/2018";"13:19:11"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611740";"5";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"60000,00";"28/08/2018";"10:43:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611746";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"9000,00";"28/08/2018";"13:51:22"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612042";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"20000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000604726";"4";"53";"Plano PAIT e caderneta de peculio";"#NULO#";"77544,00";"28/08/2018";"18:54:57"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605116";"44";"14";"Terra nua";"UM IMOVEL RURAL DENOMINADO CONGONHA DOS ALVES NO MUNICIPIO DE CORUMBA DE GOIAS-GO, COM AREA DE 61,16 HAs";"2571,29";"28/08/2018";"10:10:00"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611929";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"35000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611953";"14";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"0,01";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611955";"4";"11";"Apartamento";"Apartamento no condominio Ilhas Gregas, sito a rua Nunes Valente, 275, apto 702, Meireles, em Fortaleza. Liquidado em 2004";"115613,35";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611600";"8";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"95000,00";"24/08/2018";"16:57:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611743";"1";"12";"Casa";"#NULO#";"20000,00";"28/08/2018";"10:50:48"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605031";"14";"49";"Outras aplicacoes e Investimentos";"#NULO#";"4177445,00";"25/08/2018";"13:38:49"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605116";"49";"14";"Terra nua";"UM IMOVEL RURAL DENOMINADO CONGONHA DOS BUENOS OU BUENOS E OLARIA NO MUNICIPIO DE CORUMBA DE GOIAS-GO, COM AREA DE 30,35HAs";"2191,00";"28/08/2018";"10:10:00"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605117";"21";"32";"Quotas ou quinhoes de capital";"COTAS DE PARTICIPACAO DO CAPITAL SOCIAL DA FIRMA VANGUARDA SEGURANCA DE VALORES LTDA";"77000,00";"28/08/2018";"10:11:29"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611140";"7";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"1,00";"26/08/2018";"15:11:49"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611146";"2";"12";"Casa";"#NULO#";"150000,00";"28/08/2018";"18:44:24"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612039";"10";"71";"Fundo de Curto Prazo";"#NULO#";"23000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605057";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"45000,00";"28/08/2018";"13:11:06"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605060";"3";"13";"Terreno";"#NULO#";"176310,60";"25/08/2018";"13:11:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611917";"14";"12";"Casa";"#NULO#";"800000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611950";"12";"79";"Outros fundos";"#NULO#";"17922,44";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611244";"1";"99";"OUTROS BENS E DIREITOS";"#NULO#";"500000,00";"31/08/2018";"08:56:48"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611956";"33";"12";"Casa";"1/7 de UMA CASA localizada na Rua Dr. Joao do Monte, n° 346 (antigo n° 132), Bairro Centro em Sobral-CE, adquirido por heranca";"50000,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605079";"13";"61";"Deposito bancario em conta corrente no Pais";"BANCO BRADESCO S/A - AGENCIA 607 CONTA 60049-0";"4468,11";"30/08/2018";"13:10:35"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605069";"2";"29";"Outros bens moveis";"#NULO#";"100000,00";"30/08/2018";"17:16:43"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605090";"2";"32";"Quotas ou quinhoes de capital";"90% DO CAPITAL SOCIAL DA EMPRESA, RBA PROMOCOES E EVENTOS LTA.";"18000,00";"27/08/2018";"13:26:20"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611917";"11";"13";"Terreno";"#NULO#";"90000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611945";"1";"15";"Sala ou conjunto";"#NULO#";"13527,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611950";"8";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"Veiculo Nissan March 2013/2014 Placa ORS 7864";"33990,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611740";"4";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"70000,00";"28/08/2018";"10:43:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612023";"2";"45";"Aplicacao de renda fixa (CDB, RDB e outros)";"#NULO#";"11700,00";"01/09/2018";"13:43:26"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605117";"49";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"AUTOMOVEL DKW MODELO FISSORE ANO 1966 - PLACA LCB 3672";"30000,00";"28/08/2018";"10:11:29"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611916";"3";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"1000,00";"28/08/2018";"19:13:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611916";"25";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"1200,00";"28/08/2018";"19:13:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611947";"13";"63";"Dinheiro em especie - moeda nacional";"#NULO#";"360000,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611949";"7";"13";"Terreno";"#NULO#";"87000,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611953";"15";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"0,01";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611142";"2";"45";"Aplicacao de renda fixa (CDB, RDB e outros)";"#NULO#";"9962,00";"28/08/2018";"18:46:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611142";"6";"99";"OUTROS BENS E DIREITOS";"#NULO#";"76560,00";"28/08/2018";"18:46:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612050";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"15000,00";"28/08/2018";"19:03:38"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605097";"5";"11";"Apartamento";"SITUADO NA AVENIDA  JOVITA FEITOSA, N. 3300, APTO. 802 A T/S - PICI - FORTALEZA-CE";"260000,00";"30/08/2018";"16:12:00"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611740";"2";"11";"Apartamento";"#NULO#";"360000,00";"28/08/2018";"10:43:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611231";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"500,00";"31/08/2018";"08:56:48"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611140";"6";"49";"Outras aplicacoes e Investimentos";"#NULO#";"5981,12";"26/08/2018";"15:11:49"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611141";"13";"64";"Dinheiro em especie - moeda estrangeira";"#NULO#";"166000,00";"28/08/2018";"18:20:10"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611949";"14";"13";"Terreno";"#NULO#";"22753,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611950";"9";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"Veiculo XC 60 2014/2015 Volvo placa PMN 1234";"159950,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611953";"7";"62";"Deposito bancario em conta corrente no exterior";"#NULO#";"14796,14";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611955";"1";"11";"Apartamento";"Apartamento sito a rua Joaquim Nabuco, 1550/201, financiado, liquidado em 2000 pelo FCVS. ";"63340,42";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611599";"7";"39";"Outras participacoes societarias";"#NULO#";"200000,00";"24/08/2018";"17:02:40"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611748";"2";"32";"Quotas ou quinhoes de capital";"#NULO#";"20000,00";"28/08/2018";"13:49:20"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611229";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"150000,00";"31/08/2018";"08:56:48"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611233";"4";"12";"Casa";"#NULO#";"15000,00";"31/08/2018";"08:56:48"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611240";"1";"92";"Titulo de clube e assemelhado";"#NULO#";"158,59";"31/08/2018";"08:56:48"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611956";"19";"13";"Terreno";"UMA AREA DE TERRAS com 20 (vinte) bracas de frente e fundos correspondentes de meia legua, no lugar VARZEA DAS PEDRAS, em Coreau";"19600,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605116";"68";"14";"Terra nua";"UM IMOVEL RURAL DENOMINADO SAO JOAO (PARTE)  NO MUNICIPIO DE CORUMBA DE GOIAS-GO, COM AREA DE 24,20HAs";"5000,00";"28/08/2018";"10:10:00"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605093";"11";"26";"Linha telefonica";"UMA LINHA TELEFONICA PREFIXO 3286 3016";"16,25";"25/08/2018";"13:17:13"
