"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"NR_ORDEM_CANDIDATO";"CD_TIPO_BEM_CANDIDATO";"DS_TIPO_BEM_CANDIDATO";"DS_BEM_CANDIDATO";"VR_BEM_CANDIDATO";"DT_ULTIMA_ATUALIZACAO";"HH_ULTIMA_ATUALIZACAO"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611594";"5";"11";"Apartamento";"#NULO#";"150000,00";"25/08/2018";"18:28:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611599";"4";"63";"Dinheiro em especie - moeda nacional";"#NULO#";"40000,00";"24/08/2018";"17:02:40"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611767";"7";"49";"Outras aplicacoes e Investimentos";"#NULO#";"300000,00";"22/08/2018";"19:00:18"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611775";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"5000,00";"28/08/2018";"11:06:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611782";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"25000,00";"30/08/2018";"15:03:41"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611794";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"3000,00";"30/08/2018";"14:02:25"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611800";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"14000,00";"22/08/2018";"19:00:19"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611830";"1";"13";"Terreno";"#NULO#";"50000,00";"22/08/2018";"19:00:19"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611569";"4";"11";"Apartamento";"APARTAMENTO RESIDENCIAL LOCALIZADO EM FORTALEZA-CE, RUA JOSE LOURENCO, 440/1600";"351859,52";"23/08/2018";"17:10:13"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611768";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"8000,00";"22/08/2018";"19:00:18"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611770";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"49000,00";"22/08/2018";"19:00:18"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611794";"5";"63";"Dinheiro em especie - moeda nacional";"#NULO#";"4000,00";"30/08/2018";"14:02:25"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611898";"3";"11";"Apartamento";"#NULO#";"120000,00";"28/08/2018";"19:03:36"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612573";"10";"11";"Apartamento";"#NULO#";"116500,00";"30/08/2018";"10:22:20"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612575";"5";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"32284,71";"29/08/2018";"13:59:14"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611766";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"12500,00";"15/08/2018";"15:14:41"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611830";"3";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"14000,00";"22/08/2018";"19:00:19"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611891";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"6000,00";"28/08/2018";"19:03:36"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611226";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"10000,00";"31/08/2018";"08:56:48"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611222";"10";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"70000,00";"31/08/2018";"08:56:48"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612539";"7";"61";"Deposito bancario em conta corrente no Pais";"BANCO DO BRADESCO SA";"318,70";"30/08/2018";"10:19:52"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612570";"5";"13";"Terreno";"#NULO#";"102200,00";"30/08/2018";"10:23:15"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612570";"14";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"2452,90";"30/08/2018";"10:23:15"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612576";"7";"97";"VGBL - Vida Gerador de Beneficio Livre";"#NULO#";"40323,85";"24/08/2018";"15:31:28"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612579";"5";"19";"Outros bens imoveis";"#NULO#";"25000,00";"30/08/2018";"10:29:07"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611794";"10";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"22000,00";"30/08/2018";"14:02:25"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611222";"9";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"10000,00";"31/08/2018";"08:56:48"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612527";"12";"12";"Casa";"Casa residencial em Camocim-Ce, a rua Jose Maria Veras, n. 265, adquirida de Danielle de Araujo Lima Aguiar, CPF 614.403.963-53";"100000,00";"27/08/2018";"19:52:59"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612572";"1";"12";"Casa";"#NULO#";"100000,00";"25/08/2018";"20:08:18"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612572";"7";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"130000,00";"25/08/2018";"20:08:18"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612570";"17";"45";"Aplicacao de renda fixa (CDB, RDB e outros)";"#NULO#";"0,01";"30/08/2018";"10:23:15"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612573";"7";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"449,10";"30/08/2018";"10:22:20"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605116";"128";"14";"Terra nua";"UM IMOVEL RURAL DENOMINADO FAZ MORRO QUEBRADO NO MUNICIPIO DE A DE ALEXANIA GOIAS-GO, COM AREA DE 60,98HA";"255200,00";"28/08/2018";"10:10:00"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620552";"1";"12";"Casa";"#NULO#";"60000,00";"28/08/2018";"19:03:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620555";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"18000,00";"28/08/2018";"19:03:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620555";"4";"95";"Consorcio nao contemplado";"#NULO#";"18791,91";"28/08/2018";"19:03:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612541";"3";"49";"Outras aplicacoes e Investimentos";"#NULO#";"28398,28";"30/08/2018";"11:55:38"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612576";"2";"16";"Construcao";"#NULO#";"168000,00";"24/08/2018";"15:31:28"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612577";"5";"15";"Sala ou conjunto";"#NULO#";"113981,32";"30/08/2018";"11:53:58"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620558";"1";"14";"Terra nua";"#NULO#";"250000,00";"28/08/2018";"19:03:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605116";"57";"14";"Terra nua";"UM IMOVEL RURAL DENOMINADO OLARIA NO MUNICIPIO DE CORUMBA DE GOIAS-GO, COM AREA DE 38,72HAS";"8000,00";"28/08/2018";"10:10:00"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610981";"7";"32";"Quotas ou quinhoes de capital";"#NULO#";"30352,00";"28/08/2018";"10:15:35"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612577";"3";"79";"Outros fundos";"#NULO#";"74914,41";"30/08/2018";"11:53:58"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612572";"4";"13";"Terreno";"#NULO#";"500000,00";"25/08/2018";"20:08:18"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612573";"11";"11";"Apartamento";"#NULO#";"225000,00";"30/08/2018";"10:22:20"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611597";"16";"32";"Quotas ou quinhoes de capital";"#NULO#";"1980000,00";"25/08/2018";"18:28:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611597";"31";"99";"OUTROS BENS E DIREITOS";"#NULO#";"2800000,00";"25/08/2018";"18:28:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000604493";"3";"13";"Terreno";"MATRICULA 22237 -LOTE 47 E 48- LOTEAMENTO NOVO MARANGUAPE, SITUADO NO SUBURBIO OUTRA BANDA,QUADRA 29, NA CIDADE DE MARANGUAPE/CE";"32076,00";"22/08/2018";"18:40:46"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620539";"1";"12";"Casa";"#NULO#";"220000,00";"28/08/2018";"19:03:38"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000624956";"3";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"22000,00";"29/08/2018";"18:01:29"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610983";"17";"32";"Quotas ou quinhoes de capital";"#NULO#";"1000000,00";"26/08/2018";"13:47:28"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610983";"23";"39";"Outras participacoes societarias";"#NULO#";"100000,00";"26/08/2018";"13:47:28"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610983";"26";"39";"Outras participacoes societarias";"#NULO#";"1000000,00";"26/08/2018";"13:47:28"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610983";"27";"95";"Consorcio nao contemplado";"#NULO#";"453270,38";"26/08/2018";"13:47:28"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610987";"5";"41";"Caderneta de poupanca";"#NULO#";"412,13";"29/08/2018";"17:09:11"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605118";"1";"11";"Apartamento";"#NULO#";"550000,00";"28/08/2018";"10:12:27"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610990";"5";"45";"Aplicacao de renda fixa (CDB, RDB e outros)";"#NULO#";"104174,16";"27/08/2018";"18:59:59"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605098";"5";"59";"Outros creditos e poupanca vinculados";"CREDITO ATRAVES DE CONTRATO  DE MUTUO";"2470000,00";"29/08/2018";"13:21:35"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611597";"40";"62";"Deposito bancario em conta corrente no exterior";"#NULO#";"897,26";"25/08/2018";"18:28:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620559";"3";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"12000,00";"28/08/2018";"19:03:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620569";"7";"41";"Caderneta de poupanca";"#NULO#";"1000,00";"28/08/2018";"19:03:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000624955";"1";"32";"Quotas ou quinhoes de capital";"#NULO#";"18000,00";"29/08/2018";"18:01:29"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610994";"7";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"29999,00";"20/08/2018";"18:57:22"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611000";"3";"31";"Acoes (inclusive as provenientes de linha telefonica)";"100.000 ACOES PREFERENCIAIS TEKA PS";"90,62";"23/08/2018";"19:53:13"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611000";"15";"19";"Outros bens imoveis";"LOTE G 05 COM AREA TOTAL DE 38,083 HECTARES NA ZONA G DA FAZENDA SOLEDADE NO MUNICIPIO DE CAUCAIA HAVIDO POR HERANCA DO PAI FALECIDO EM 1968";"36648,40";"23/08/2018";"19:53:13"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620580";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"4000,00";"28/08/2018";"19:03:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610982";"8";"12";"Casa";"#NULO#";"1150000,00";"26/08/2018";"13:44:57"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610983";"37";"39";"Outras participacoes societarias";"#NULO#";"89298,34";"26/08/2018";"13:47:28"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610983";"44";"74";"Fundos: Acoes, Mutuos de Privatizacao, Invest. Empresas Emergentes, Invest.Participacao e Invest. Indice Mercado";"#NULO#";"112660,78";"26/08/2018";"13:47:28"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611597";"8";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"106000,00";"25/08/2018";"18:28:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611597";"22";"32";"Quotas ou quinhoes de capital";"#NULO#";"2614748,62";"25/08/2018";"18:28:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612059";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"Honda City LX Flex 2009/2010";"18000,00";"30/08/2018";"14:45:31"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620557";"3";"12";"Casa";"#NULO#";"45000,00";"28/08/2018";"19:03:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620536";"8";"12";"Casa";"#NULO#";"400000,00";"28/08/2018";"19:03:38"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620540";"1";"14";"Terra nua";"#NULO#";"100000,00";"28/08/2018";"19:03:38"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620562";"5";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"120000,00";"28/08/2018";"19:03:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620566";"7";"41";"Caderneta de poupanca";"#NULO#";"109,44";"28/08/2018";"19:03:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000624950";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"10500,00";"30/08/2018";"18:24:40"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605116";"7";"16";"Construcao";"EM ANDAMENTO NO LOTE SIA TRECHO 02 MD 2005 - BRASILIA DF";"5781905,91";"28/08/2018";"10:10:00"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610983";"9";"32";"Quotas ou quinhoes de capital";"#NULO#";"470000,00";"26/08/2018";"13:47:28"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611107";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"15000,00";"22/08/2018";"09:45:24"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620562";"3";"13";"Terreno";"#NULO#";"30000,00";"28/08/2018";"19:03:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000620567";"3";"41";"Caderneta de poupanca";"#NULO#";"60,43";"28/08/2018";"19:03:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610981";"8";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"64363,29";"28/08/2018";"10:15:35"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610983";"10";"32";"Quotas ou quinhoes de capital";"#NULO#";"1381000,00";"26/08/2018";"13:47:28"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610989";"1";"12";"Casa";"#NULO#";"102566,70";"27/08/2018";"19:00:31"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611112";"1";"12";"Casa";"#NULO#";"82280,00";"26/08/2018";"14:22:21"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611124";"3";"12";"Casa";"#NULO#";"200000,00";"31/08/2018";"16:18:28"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610982";"3";"32";"Quotas ou quinhoes de capital";"#NULO#";"9560000,00";"26/08/2018";"13:44:57"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610982";"36";"13";"Terreno";"#NULO#";"40000,00";"26/08/2018";"13:44:57"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605117";"19";"46";"Ouro, ativo financeiro";"250 GRAMAS DE OURO 24K";"3239,76";"28/08/2018";"10:11:29"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605117";"41";"61";"Deposito bancario em conta corrente no Pais";"SALDO EM CONTA CORRENTE NO BRADESCO";"9242,67";"28/08/2018";"10:11:29"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610993";"2";"13";"Terreno";"#NULO#";"10000,00";"25/08/2018";"15:33:34"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000610993";"5";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"9090,65";"25/08/2018";"15:33:34"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611105";"4";"99";"OUTROS BENS E DIREITOS";"#NULO#";"500,00";"22/08/2018";"14:23:20"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611108";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"5000,00";"26/08/2018";"14:25:25"
